Data,Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2025/01/16,1100 UTC,"0,2","1008,1","1008,1","1007,3","212,1","22,9",22,"22,9","22,5",22,"21,6",95,94,94,84,0,0
2025/01/16,1200 UTC,0,"1008,9","1008,9","1008,1","592,1","23,5","22,2","23,6","22,8","22,4","21,8",94,92,92,128,0,0
2025/01/16,1300 UTC,0,"1009,2","1009,2","1008,9","1009,4",25,"21,7",25,"23,5","22,7","21,7",93,82,82,61,0,0
2025/01/16,1400 UTC,0,"1009,1","1009,3","1009,1","964,3","25,8","21,1","25,8",25,"21,6","20,6",82,75,76,15,0,0
2025/01/16,1500 UTC,0,"1008,7","1009,1","1008,7","1494,5","26,6","22,1","26,6","25,7","22,2",21,77,75,76,348,"3,1",0
2025/01/16,1600 UTC,0,"1007,8","1008,7","1007,8",1365,"27,2","22,1","27,4","26,6","22,3","21,3",77,71,74,329,"2,8",0
2025/01/16,1700 UTC,0,"1006,9","1007,8","1006,9","1646,1","27,9","22,2","27,9","27,2","22,5","21,8",75,70,71,297,"4,2",0
2025/01/16,1800 UTC,0,"1005,7","1006,9","1005,7","2233,1","29,1",22,"29,2","27,9",23,"21,2",72,64,66,346,"4,1","0,4"
2025/01/16,1900 UTC,0,"1004,8","1005,7","1004,8","2016,4","29,3","21,7","29,8","28,6","22,9","21,3",67,62,64,344,5,"0,1"
2025/01/16,2000 UTC,0,"1004,3","1004,8","1004,3","1200,7","29,7","22,1","29,7","28,9","22,7","21,4",68,62,64,314,"3,3",0
2025/01/16,2100 UTC,0,"1004,4","1004,4","1004,3","1265,8","29,2","22,1","29,8","29,2","22,6","21,8",66,63,65,342,"3,9",0
2025/01/16,2200 UTC,0,"1005,4","1005,4","1004,4","139,5","27,7","22,3","29,3","27,7","22,5","22,1",73,65,73,5,"5,3","0,9"
2025/01/16,2300 UTC,0,"1006,5","1006,5","1005,4",,"26,4","22,1","27,7","26,4","22,6","22,1",78,73,78,348,"5,3","0,5"
2025/01/17,0000 UTC,0,"1007,8","1007,8","1006,5",,"25,6","22,5","26,4","25,6","22,5","22,2",83,78,83,360,"4,7",0
2025/01/17,0100 UTC,0,"1008,1","1008,1","1007,8",,"25,2","22,8","25,7","25,2","22,8","22,5",86,83,86,1,0,0
2025/01/17,0200 UTC,0,"1008,5","1008,5","1008,1",,25,"22,9","25,3",25,"22,9","22,8",88,86,88,19,0,0
2025/01/17,0300 UTC,0,"1008,3","1008,7","1008,3",,"24,9","22,9","25,1","24,9",23,"22,9",89,88,89,7,0,0
2025/01/17,0400 UTC,0,"1007,8","1008,3","1007,8",,"24,8","22,9","24,9","24,8","22,9","22,9",89,89,89,50,0,0
2025/01/17,0500 UTC,0,"1007,1","1007,8","1007,1",,"24,9",23,"24,9","24,8",23,"22,9",89,89,89,68,0,0
2025/01/17,0600 UTC,0,"1006,7","1007,1","1006,7",,"24,6","23,2","24,9","24,6","23,2","22,9",92,89,92,142,0,0
2025/01/17,0700 UTC,0,"1006,8","1006,8","1006,7",,"24,4","23,2","24,6","24,4","23,2","23,1",93,92,93,123,0,0
2025/01/17,0800 UTC,"0,2","1007,4","1007,4","1006,8",,"24,2","23,1","24,4","24,2","23,2","23,1",94,93,94,139,0,0
2025/01/17,0900 UTC,"0,2","1007,5","1007,6","1007,4",,"24,1","23,1","24,2","24,1","23,2","23,1",94,94,94,149,0,0
2025/01/17,1000 UTC,0,"1008,2","1008,2","1007,5","14,9","24,1","23,2","24,1","24,1","23,2","23,1",95,94,95,147,0,0
2025/01/17,1100 UTC,0,"1008,8","1008,8","1008,2","197,7","24,3","23,4","24,4","24,1","23,5","23,2",95,95,95,158,0,0
2025/01/17,1200 UTC,0,"1009,4","1009,4","1008,8","430,3","24,7","23,7","24,8","24,3","23,8","23,4",95,94,94,149,"2,7",0
2025/01/17,1300 UTC,0,"1009,7","1009,8","1009,4","1198,5",26,"23,8",26,"24,7","24,1","23,6",94,87,88,179,"0,1",0
2025/01/17,1400 UTC,0,"1009,1","1009,7","1009,1","1882,2","27,3","23,3","27,4",26,"24,1","22,8",88,78,79,150,"1,9",0
2025/01/17,1500 UTC,0,"1008,7","1009,1","1008,7",1714,"28,8","23,6","28,8","27,3","23,6","22,4",79,71,74,151,0,0
2025/01/17,1600 UTC,0,1008,"1008,7",1008,"2351,2","29,9","23,4",30,"28,5","23,9","22,3",74,65,68,238,0,0
2025/01/17,1700 UTC,0,"1006,6",1008,"1006,6","2555,8","30,6",22,"31,2","29,4","23,7",22,69,60,60,294,"0,3",0
2025/01/17,1800 UTC,0,"1005,5","1006,6","1005,5","1090,5","30,3","22,7","30,6",30,"23,1","22,1",66,60,64,248,"2,1",0
2025/01/17,1900 UTC,0,"1004,5","1005,5","1004,5","951,8","29,7","22,6","30,7","29,1","23,2","21,7",68,60,66,177,"2,6",0
2025/01/17,2000 UTC,0,"1005,4","1005,4","1004,5","840,8","26,5","23,4","29,8","26,4","23,8","22,3",83,66,83,4,"9,3",5
2025/01/17,2100 UTC,"0,2","1006,1","1006,2","1005,4","142,4","24,6","23,1","26,5","24,6","23,5","22,9",91,83,91,332,"9,3","0,9"
2025/01/17,2200 UTC,"0,2","1007,1","1007,1","1006,1","1,7","24,9","23,4","24,9","24,4","23,4","23,1",92,91,92,351,"6,8",1
2025/01/17,2300 UTC,"5,8","1007,9","1007,9","1007,1",,"23,8","22,5","24,9","23,8","23,4","22,5",92,91,92,79,"8,8",0
2025/01/18,0000 UTC,"4,2","1008,5","1008,5","1007,9",,"23,7","22,6","23,8","23,7","22,6","22,5",93,92,93,61,0,0
2025/01/18,0100 UTC,"1,6","1009,2","1009,2","1008,6",,"23,9","22,8","23,9","23,7","22,8","22,5",93,93,93,104,0,0
2025/01/18,0200 UTC,"0,4","1009,3","1009,4","1009,2",,"23,9","22,9",24,"23,8","22,9","22,8",94,93,94,265,0,0
2025/01/18,0300 UTC,"2,4","1009,4","1009,4","1009,2",,"23,7","22,8","23,9","23,7","22,9","22,8",95,94,95,43,0,0
2025/01/18,0400 UTC,"13,8","1008,7","1009,4","1008,7",,"23,1","22,3","23,7","23,1","22,8","22,3",95,95,95,278,"0,8",0
2025/01/18,0500 UTC,"1,2","1007,9","1008,7","1007,9",,"22,9","22,1","23,1","22,9","22,3","22,1",95,95,95,282,0,0
2025/01/18,0600 UTC,"0,2","1007,4","1007,9","1007,4",,"22,9","22,1",23,"22,9","22,2",22,95,95,95,278,0,0
2025/01/18,0700 UTC,0,"1007,3","1007,5","1007,2",,"22,7","21,9","22,9","22,7","22,1","21,8",95,95,95,329,0,0
2025/01/18,0800 UTC,"0,2","1007,4","1007,4","1007,3",,"22,7","21,9","22,8","22,7","21,9","21,9",95,95,95,323,0,0
2025/01/18,0900 UTC,"0,2","1007,7","1007,7","1007,4",,"22,8",22,"22,8","22,7",22,"21,9",95,95,95,2,0,0
2025/01/18,1000 UTC,0,"1007,9","1007,9","1007,7","22,6","22,7","21,9","22,8","22,7",22,"21,8",95,95,95,2,"1,7",0
2025/01/18,1100 UTC,"0,2","1008,4","1008,4","1007,9","158,3","22,9","22,1",23,"22,7","22,1","21,8",95,95,95,336,"1,4",0
2025/01/18,1200 UTC,0,"1009,3","1009,3","1008,4","323,1","23,4","22,4","23,4","22,9","22,4",22,95,94,94,349,"2,9",0
2025/01/18,1300 UTC,0,"1009,8","1009,8","1009,3","898,6","24,4","22,7","24,4","23,4","22,9","22,3",94,91,91,343,"2,5","0,1"
2025/01/18,1400 UTC,0,1010,1010,"1009,8","1030,5","25,4",23,"25,5","24,3","23,3","22,6",91,86,87,319,"2,4",0
2025/01/18,1500 UTC,"0,2","1009,7",1010,"1009,7",619,"25,3","23,3","25,4","25,1","23,3","22,5",89,85,89,281,"1,8",0
2025/01/18,1600 UTC,"1,2","1009,1","1009,7","1009,1","536,4","24,7","23,3","25,3","24,6","23,6","23,1",92,89,92,264,0,0
2025/01/18,1700 UTC,"0,4",1008,"1009,1",1008,"999,6",25,"23,3","25,1","24,7","23,6",23,92,90,90,260,"2,4",0
2025/01/18,1800 UTC,0,1007,1008,1007,"1060,8","25,2","22,9","25,5",25,"23,7","22,7",91,86,87,280,"3,5",0
2025/01/18,1900 UTC,0,"1006,7",1007,"1006,6","709,8","25,5","23,3","25,6","25,2","23,5","22,9",89,87,87,274,0,0
2025/01/18,2000 UTC,0,"1006,6","1006,7","1006,5","570,7","25,8","23,3","25,9","25,5","23,8","23,2",89,86,86,264,0,0
2025/01/18,2100 UTC,0,1007,1007,"1006,6","230,9","25,7","23,6",26,"25,7","23,7","23,3",88,86,88,258,0,0
2025/01/18,2200 UTC,0,"1007,7","1007,7",1007,"23,6","25,3","23,7","25,7","25,3","23,8","23,6",91,88,91,254,0,0
2025/01/18,2300 UTC,0,"1008,3","1008,3","1007,7",,25,"23,8","25,3",25,"23,8","23,7",93,91,93,231,0,0
2025/01/19,0000 UTC,0,"1009,2","1009,2","1008,3",,"24,9","23,7",25,"24,8","23,8","23,6",93,93,93,188,0,0
2025/01/19,0100 UTC,0,1010,1010,"1009,2",,"24,9","23,8","24,9","24,8","23,8","23,7",94,93,94,135,0,0
2025/01/19,0200 UTC,0,"1009,8","1010,2","1009,8",,"23,9","22,8","24,9","23,9","23,8","22,8",94,93,94,182,"2,4",0
2025/01/19,0300 UTC,0,"1009,4","1009,8","1009,4",,"23,6","22,6","23,9","23,6","22,8","22,6",94,94,94,349,0,0
2025/01/19,0400 UTC,0,"1008,9","1009,4","1008,9",,"23,5","22,5","23,6","23,5","22,6","22,5",94,94,94,116,0,0
2025/01/19,0500 UTC,0,"1008,4","1008,9","1008,4",,"23,2","22,3","23,5","23,2","22,5","22,3",94,94,94,128,0,0
2025/01/19,0600 UTC,0,"1007,8","1008,4","1007,8",,"22,9",22,"23,3","22,9","22,3",22,95,94,95,153,0,0
2025/01/19,0700 UTC,0,"1007,2","1007,8","1007,2",,23,"22,1",23,"22,9","22,1",22,95,95,95,121,0,0
2025/01/19,0800 UTC,0,"1007,2","1007,2","1007,1",,23,"22,2",23,"22,9","22,2","22,1",95,95,95,151,1,0
2025/01/19,0900 UTC,0,"1007,5","1007,5","1007,2",,"22,8",22,23,"22,8","22,2",22,95,95,95,163,0,0
2025/01/19,1000 UTC,0,"1008,1","1008,1","1007,5","23,9",23,"22,2",23,"22,8","22,2",22,95,95,95,119,0,0
2025/01/19,1100 UTC,0,"1008,5","1008,5","1008,1","335,8","23,8","22,7","23,8",23,"22,7","22,1",95,94,94,121,0,0
2025/01/19,1200 UTC,0,"1008,8","1008,8","1008,5",1564,"25,3","22,6","25,5","23,8","23,3","22,5",94,85,85,195,0,0
2025/01/19,1300 UTC,0,"1009,2","1009,2","1008,8","2123,1","26,9","22,3","27,2","25,2","23,4",22,86,75,76,152,"0,9",0
2025/01/19,1400 UTC,0,"1009,1","1009,3","1009,1",2297,"27,9","22,3",28,"26,9","22,9","21,8",77,70,72,320,"2,7",0
2025/01/19,1500 UTC,0,"1008,6","1009,1","1008,6","1436,8","28,5","22,8","28,5","27,8","22,9","21,8",73,69,71,312,"1,9",0
2025/01/19,1600 UTC,0,"1007,9","1008,6","1007,9","1872,7","29,2","22,4","29,3","28,3","23,1","21,9",71,66,67,262,0,0
2025/01/19,1700 UTC,0,"1006,6","1007,9","1006,6","2577,2","29,4","23,8","30,4","29,1",24,22,72,63,72,279,"5,7","0,2"
2025/01/19,1800 UTC,0,"1006,6","1006,8","1006,4","604,6","25,2","22,4","29,5","25,1","23,7","21,4",84,68,84,11,"7,8","1,8"
2025/01/19,1900 UTC,0,"1006,5","1006,6","1005,9","339,9","24,1","22,1","25,2","23,9","22,4","21,9",89,83,89,19,"7,2",0
2025/01/19,2000 UTC,"0,8","1006,5","1006,7","1006,5","187,7","24,2","22,4","24,6",24,"22,7",22,90,87,90,348,0,0
2025/01/19,2100 UTC,"0,2",1007,1007,"1006,5","107,3","24,4","22,9","24,4","24,1","22,9","22,4",92,90,92,73,0,0
2025/01/19,2200 UTC,"1,2","1007,2","1007,3",1007,"10,2","24,3",23,"24,4","24,3","23,1","22,8",92,92,92,29,0,0
2025/01/19,2300 UTC,"0,4","1007,6","1007,6","1007,1",,"24,2",23,"24,4","24,2","23,2",23,93,92,93,108,0,0
2025/01/20,0000 UTC,0,"1008,5","1008,5","1007,6",,24,23,"24,2",24,"23,1","22,9",94,93,94,218,0,0
2025/01/20,0100 UTC,0,"1008,9","1008,9","1008,5",,"23,9","22,9","24,1","23,9",23,"22,9",94,94,94,196,0,0
2025/01/20,0200 UTC,0,1009,1009,"1008,9",,"23,8","22,9","23,9","23,8",23,"22,9",95,94,95,165,0,0
2025/01/20,0300 UTC,0,"1008,6",1009,"1008,6",,"23,8","22,9","23,8","23,7","22,9","22,8",95,95,95,74,0,0
